,cid,uniprot_id,tag,type,label,pdb_id
15103,75240954,Q7Z2W7,train,-,0,6bpqD
2889,1253803,P35236,train,-,0,1zc0A
36397,86346031,Q9Y233,train,-,1,4dffB
25300,46938234,P10275,train,-,0,5cj6A
56863,44418214,Q12884,dev,-,0,1z68B
7058,91827449,O60563,train,-,1,3tniB
10030,5330066,P12931,train,-,1,2h8hA
57122,15950439,P35228,test,unseen,0,4cx7D
57698,132629,P25103,dev,-,1,2ksbA
28588,11715767,P11362,train,-,0,1evtD
19931,71223140,Q96IY4,train,-,1,3d67C
25269,78673861,Q5T6S3,train,-,0,5xfpE
20189,58315404,P06493,train,-,0,4yc6G
20942,90654800,P68400,train,-,0,4md8H
2553,44818581,P24941,dev,-,0,5lmkA
54138,59635774,P11712,dev,-,0,5x23A
53081,49791454,O14672,dev,-,0,6be6D
27300,25071691,P14416,train,-,1,6cm4A
57082,12313704,P35228,dev,-,0,4cx7D
45751,44416831,P34913,train,-,1,6aumA
28717,5328529,P11362,train,-,0,1evtD
54394,72793323,P11712,test,unseen,0,5x23A
57850,18374557,P06401,dev,-,1,1sqnB
29558,21992811,P36897,train,-,1,3kcfE
25783,15341449,P49356,train,-,0,3e37B
36316,59327065,Q9Y233,train,-,1,4dffB
17019,5085306,Q9Y5X4,dev,-,0,4logB
44596,49804887,P23975,train,-,1,4xpfA
26496,66848072,P04629,train,-,1,2ifgB
16552,23646838,O14757,train,-,0,3tkiA
52949,45258277,O94806,train,-,1,2d9zA
27910,66868509,P48067,train,-,1,4xptA
2224,6539026,P24941,train,-,1,5lmkA
46005,86292386,Q15059,train,-,1,2yw5A
13194,6539369,P11802,train,-,1,3g33C
1634,44383610,P23219,train,-,0,1eqhB
45984,91826395,Q15059,train,-,1,2yw5A
25064,123131749,P27338,test,seen,0,2c75B
25357,90655085,P10275,train,-,1,5cj6A
9371,10297043,P35968,train,-,1,3v2aR
12873,1017369,P34949,test,seen,0,5nw7A
45737,661085,P34913,train,-,1,6aumA
19948,67356713,P06493,train,-,0,4yc6G
39649,77935866,Q15910,train,-,1,6c24C
43561,44324732,P26010,test,seen,1,3v4vD
49335,118207064,Q9NWZ3,train,-,1,4rmzB
17258,44246325,P00374,train,-,0,1hfqA
10799,70766,P07900,train,-,0,5fwpB
53017,3799510,O14672,dev,-,0,6be6D
17565,89721908,P27986,train,-,0,5m6uB
11181,900706,P55055,dev,-,0,1upwA
50847,117793166,Q9HBH9,train,-,1,2ac3A
24266,46178693,P11309,train,-,1,4rpvA
46510,121494203,O95271,train,-,1,5jhqD
31540,732372,Q07820,train,-,0,2kbwA
35404,58547072,Q9Y233,train,-,1,4dffB
28595,5328440,P11362,train,-,0,1evtD
36347,54761471,Q9Y233,train,-,1,4dffB
13148,58299592,P11802,train,-,1,3g33C
34405,118365275,P28482,train,-,1,4qpaB
28257,66762894,Q96GD4,train,-,1,4af3A
53000,12004949,P78417,train,-,1,5uehA
33495,92044633,P28482,train,-,1,4qpaB
9997,5328945,P12931,train,-,1,2h8hA
24394,59226504,P11309,train,-,1,4rpvA
20503,4369432,P06493,test,seen,0,4yc6G
1288,15431540,P23219,train,-,0,1eqhB
11397,10132535,Q86TI2,dev,-,0,6eorD
52131,71604125,P48048,train,-,1,3spjA
28530,659314,Q96SD1,train,-,0,5ahoA
13256,5330246,P11802,train,-,1,3g33C
30438,23647552,P31749,train,-,1,4ejnA
4163,90413138,P56817,train,-,1,6ej3A
39745,71261514,Q15910,train,-,1,6c24C
55721,6326454,P43405,test,unseen,0,4fl2A
40437,71529374,Q9Y5Z0,train,-,0,3zlqB
15895,682802,P31941,test,seen,0,2m65A
19041,2215647,Q14289,train,-,0,4ekuA
42382,89477010,P13866,train,-,1,3dh4D
46083,91826396,Q15059,test,seen,1,2yw5A
47020,86293584,P50750,train,-,1,4ec9A
56319,70984798,P43405,test,unseen,1,4fl2A
36356,91799394,Q9Y233,train,-,1,4dffB
57577,89962555,Q9Y5X9,test,unseen,1,1n8sA
35701,54762012,Q9Y233,train,-,1,4dffB
5429,73295153,Q16539,dev,-,1,3mptA
20491,10965763,P06493,test,seen,0,4yc6G
45338,90254453,Q13490,train,-,0,3t6pA
13802,6485368,Q9HC16,train,-,0,2mzzA
1351,44374403,P23219,train,-,0,1eqhB
8472,10269511,O76074,train,-,1,3bjcA
39243,87718907,O15379,train,-,1,4a69B
43271,58190561,P08581,train,-,1,2uzyD
10396,5328497,P12931,test,seen,0,2h8hA
36736,91826332,Q92793,train,-,0,5u7gB
29683,89968330,O00408,train,-,1,3ibjB
56522,89789762,P10635,test,unseen,0,5tfuD
57214,89967618,Q9Y5X9,dev,-,1,1n8sA
10998,746061,P55055,train,-,0,1upwA
15935,16066630,P51452,train,-,0,1vhrB
9892,5330424,P12931,train,-,1,2h8hA
36116,53328817,Q9Y233,train,-,1,4dffB
23695,71075531,P37231,train,-,1,3e00D
5565,5829750,Q04637,train,-,0,1ug3B
13476,90654460,P11802,train,-,1,3g33C
3669,71273877,P56817,train,-,0,6ej3A
53484,2234851,P03372,dev,-,0,2ocfA
22785,86766997,Q00987,train,-,1,4xxbB
2145,10385282,P24941,train,-,1,5lmkA
39131,118009814,Q16620,train,-,1,5mo9X
31338,2562,P41235,train,-,0,4iqrF
23725,71075658,P37231,train,-,1,3e00D
28398,10389527,P21731,train,-,0,2ziyA
57277,89967535,Q9Y5X9,dev,-,1,1n8sA
21476,89931476,P68400,train,-,1,4md8H
3413,6868430,Q9UBE0,train,-,0,3kydA
25317,44521004,P10275,train,-,0,5cj6A
3055,857488,P03951,train,-,0,2f83A
36147,89968389,Q9Y233,train,-,1,4dffB
31549,5296155,Q07820,train,-,0,2kbwA
26721,70817465,P04629,train,-,1,2ifgB
36597,12241083,P16050,train,-,0,2p0mB
34992,24901497,Q12809,train,-,0,5va2A
19664,49803039,P36888,dev,-,1,3qs9H
53875,9804616,P03372,test,unseen,1,2ocfA
41482,90644812,Q06187,train,-,1,4xi2A
8859,90644953,P35968,train,-,1,3v2aR
1361,10576610,P23219,train,-,0,1eqhB
38857,573747,P30305,test,seen,0,1qb0A
43563,54676228,Q4U2R8,train,-,0,4ldsB
10620,16654627,Q9HC29,test,seen,0,5irnA
32867,58177339,P52333,train,-,1,3lxlA
1616,10316962,P23219,train,-,0,1eqhB
36039,59326890,Q9Y233,train,-,1,4dffB
32413,24894151,P29474,train,-,0,5vvdD
8804,91669274,P35968,train,-,0,3v2aR
56069,89866745,P43405,test,unseen,1,4fl2A
26564,46189278,P04629,train,-,1,2ifgB
43137,58190489,P08581,train,-,1,2uzyD
38196,53495661,O15530,train,-,1,1uu8A
53611,2237247,P03372,dev,-,0,2ocfA
55827,72188329,P43405,test,unseen,1,4fl2A
9493,5329162,P35968,test,seen,0,3v2aR
45912,25143506,P20142,train,-,0,1htrB
24947,123131757,P27338,train,-,0,2c75B
55877,71233714,P43405,test,unseen,1,4fl2A
36336,58546829,Q9Y233,train,-,1,4dffB
43476,9912743,P26010,train,-,1,3v4vD
5984,77844888,P10632,train,-,0,2vn0A
23907,49843531,P11309,train,-,0,4rpvA
55147,68108622,P43405,dev,-,1,4fl2A
40232,89979742,P41594,train,-,1,3lmkB
32218,71677880,P25774,train,-,1,2c0yA
16642,23646805,O14757,train,-,1,3tkiA
39362,11514477,P45984,train,-,0,3npcB
19026,3144012,Q14289,train,-,0,4ekuA
16999,2123132,Q9Y5X4,train,-,0,4logB
48668,71077078,P31639,train,-,1,2xq2A
31318,90655490,P00749,train,-,0,2vntF
47879,66716254,Q14680,train,-,1,4ixpA
22516,5280804,P53779,dev,-,0,3ttjA
476,1399275,P14598,train,-,0,1kq6A
55607,60142611,P43405,dev,-,1,4fl2A
14766,5328996,P09619,train,-,0,3mjgY
15931,3044319,P51452,train,-,0,1vhrB
16600,54770691,O14757,train,-,0,3tkiA
6573,825579,Q9GZR1,train,-,0,3eayA
48939,24874845,P07333,train,-,1,4liqE
29640,14281015,O00408,train,-,0,3ibjB
8028,3139,P00533,dev,-,0,5xwdA
45701,247635,P34913,train,-,0,6aumA
47792,5329215,P62993,train,-,0,1griB
125,58522660,Q05397,train,-,1,2j0jA
30243,89450730,P31749,train,-,1,4ejnA
33362,5164,P28482,train,-,0,4qpaB
20350,90654139,P06493,train,-,1,4yc6G
35273,70168006,Q9Y233,train,-,1,4dffB
15173,66547610,Q7Z2W7,train,-,1,6bpqD
51016,67869518,P04035,train,-,1,1hwlD
19517,439246,P36888,train,-,0,3qs9H
12746,3403438,P34949,train,-,0,5nw7A
27058,10622380,P24530,train,-,0,5xprA
45758,2235182,P34913,train,-,1,6aumA
23786,90643655,P22460,train,-,0,2a79B
46984,90413204,P50750,train,-,1,4ec9A
41376,90008744,Q06187,train,-,1,4xi2A
35662,58548320,Q9Y233,train,-,1,4dffB
16529,53389651,O14757,train,-,0,3tkiA
42644,89477072,P13866,dev,-,1,3dh4D
48293,89755899,Q14680,test,seen,1,4ixpA
44172,89471743,P53634,train,-,1,4oemA
44578,49804885,P23975,train,-,1,4xpfA
33136,58177275,P52333,train,-,1,3lxlA
53473,1227337,P03372,dev,-,0,2ocfA
7340,10495153,P00533,train,-,0,5xwdA
799,91897225,P14598,train,-,0,1kq6A
36868,53470153,O14939,train,-,0,3p0cB
18997,1132506,Q14289,train,-,0,4ekuA
30077,2142225,P84022,train,-,0,1khxA
28473,10042087,Q08499,train,-,1,4x0fB
6162,25162391,O00482,train,-,0,3tx7B
20447,58315447,P06493,dev,-,0,4yc6G
46894,90412663,P50750,train,-,1,4ec9A
13077,68261091,P11802,train,-,1,3g33C
37945,59493139,Q15119,train,-,1,5j71A
7675,5330390,P00533,train,-,0,5xwdA
28918,5330128,P11362,train,-,1,1evtD
57070,66685711,Q14164,test,unseen,1,4iwqA
1116,860509,P14598,test,seen,0,1kq6A
53417,752950,P03372,dev,-,0,2ocfA
51584,118987451,Q86X55,test,seen,0,3b3jA
36518,53328989,Q9Y233,test,seen,1,4dffB
5204,10959756,Q16539,train,-,1,3mptA
41008,68004916,P21802,train,-,1,2psqB
17991,46942822,P51843,train,-,0,3f5cC
25071,123131725,P27338,test,seen,0,2c75B
50295,66555232,P22607,train,-,1,4k33A
26389,90683789,P04629,train,-,1,2ifgB
52151,72950747,P48048,train,-,1,3spjA
34411,71555092,P28482,train,-,1,4qpaB
51478,71532009,P11597,train,-,1,4f2aA
52360,10814200,P30518,test,seen,1,2jx4A
53494,4065616,P03372,dev,-,0,2ocfA
3397,6879994,Q9UBE0,train,-,0,3kydA
40809,9906875,P10721,dev,-,0,2ec8A
52599,11508736,P43088,test,seen,0,5en0A
40459,66547488,Q9Y5Z0,train,-,1,3zlqB
3150,6894275,P03951,test,seen,0,2f83A
5139,24993189,Q16539,train,-,0,3mptA
55608,119099058,P43405,dev,-,1,4fl2A
43885,90430648,P53634,train,-,1,4oemA
22185,2821679,Q14790,train,-,0,4ps1D
32884,68358680,P52333,train,-,1,3lxlA
33431,92044812,P28482,train,-,1,4qpaB
15608,5350223,P31941,train,-,0,2m65A
11036,3243985,P55055,train,-,0,1upwA
4928,2831455,P05186,train,-,0,4kjgB
18093,11695291,P21397,train,-,0,2bxsB
51095,15986418,Q969S8,train,-,0,5td7A
10164,59837715,P12931,train,-,1,2h8hA
12686,5108079,P34949,train,-,0,5nw7A
57121,44600410,P35228,test,unseen,0,4cx7D
6621,2346958,Q9GZR1,dev,-,0,3eayA
7788,5328385,P00533,train,-,1,5xwdA
49116,118206739,Q9NWZ3,train,-,1,4rmzB
31216,91895669,P49841,train,-,1,4iq6B
14077,11110155,P22303,train,-,0,4bdtA
23103,71585685,Q00987,train,-,1,4xxbB
50142,3035198,P62508,train,-,1,2zkcA
28451,15133333,P21731,test,seen,0,2ziyA
46500,121494188,O95271,train,-,1,5jhqD
25352,59296601,P10275,train,-,1,5cj6A
33418,118381094,P28482,train,-,1,4qpaB
41107,1998811,O15296,train,-,0,4nreA
30907,66665805,P31749,test,seen,1,4ejnA
33815,76072404,P28482,train,-,1,4qpaB
8050,5329491,P00533,dev,-,1,5xwdA
42202,9946185,P41279,train,-,0,5iu2B
22979,89601521,Q00987,train,-,1,4xxbB
40607,68297178,Q9GZT9,train,-,0,5ox6A
42936,10697883,P25101,train,-,1,5xprA
41570,72188716,Q06187,train,-,1,4xi2A
52085,118159140,P46095,train,-,1,3v2yA
9181,5329452,P35968,train,-,1,3v2aR
34157,118380791,P28482,train,-,1,4qpaB
4038,78104844,P56817,train,-,1,6ej3A
15900,3825079,P31941,test,seen,0,2m65A
35755,58547100,Q9Y233,train,-,1,4dffB
56302,118023269,P43405,test,unseen,1,4fl2A
12899,5329731,P11802,train,-,0,3g33C
30409,89442678,P31749,train,-,1,4ejnA
50495,68170085,P22607,train,-,1,4k33A
29135,4962189,P11362,test,seen,0,1evtD
4190,16748452,P56817,train,-,1,6ej3A
7520,5328027,P00533,train,-,0,5xwdA
7037,50907221,O60563,train,-,1,3tniB
35026,68767124,Q12809,train,-,0,5va2A
4153,56645725,P56817,train,-,1,6ej3A
13513,5330264,P11802,train,-,1,3g33C
3541,291128,Q9Y6Q9,train,-,0,5nwxA
32148,123985,P25774,train,-,1,2c0yA
22823,78122083,Q00987,train,-,1,4xxbB
50073,117793097,Q9BUB5,train,-,1,2hw6B
53809,7126295,P03372,test,unseen,0,2ocfA
44889,44370799,P05556,train,-,1,4wk4B
53357,2337866,O14672,test,unseen,0,6be6D
5557,2187941,Q04637,train,-,0,1ug3B
55818,89708601,P43405,test,unseen,1,4fl2A
2944,4364151,P35236,train,-,0,1zc0A
41401,72714531,Q06187,train,-,1,4xi2A
38748,57960870,Q07912,train,-,0,4hzsD
33232,89630005,P52333,dev,-,1,3lxlA
57692,44321456,P25103,dev,-,1,2ksbA
45199,11281576,P04150,train,-,1,4udcA
46456,121494202,O95271,train,-,1,5jhqD
3773,56645723,P56817,train,-,1,6ej3A
45790,44416942,P34913,train,-,1,6aumA
15936,689043,P51452,train,-,0,1vhrB
22356,3321377,P53779,train,-,0,3ttjA
10747,1910302,P07900,train,-,0,5fwpB
28373,10018213,P21731,train,-,0,2ziyA
54886,232682,P78536,test,unseen,0,3g42D
9849,447077,P12931,train,-,1,2h8hA
4792,1402438,P05186,train,-,0,4kjgB
32302,71711298,P25774,train,-,1,2c0yA
438,2334575,P14598,train,-,0,1kq6A
12093,10696378,P24557,train,-,1,5vcgA
13662,5330612,P11802,test,seen,0,3g33C
49250,118206829,Q9NWZ3,train,-,1,4rmzB
11355,23645938,Q86TI2,train,-,0,6eorD
24086,46179666,P11309,train,-,1,4rpvA
40789,71280663,P10721,train,-,1,2ec8A
48410,57698141,Q13946,train,-,1,4y2bA
45690,5488619,P34913,train,-,0,6aumA
46329,44368239,P16278,train,-,0,3wf4D
17493,480764,Q92731,train,-,1,1qkmA
18897,7207114,Q15056,train,-,0,2dngA
37639,71463562,Q96SB4,train,-,0,4wuaA
31099,6539591,P49841,train,-,1,4iq6B
34292,118381370,P28482,train,-,1,4qpaB
1376,10810622,P23219,train,-,0,1eqhB
50763,53375082,Q9HBH9,train,-,1,2ac3A
43726,121237985,P50579,train,-,1,1b6aA
38245,54672793,O15530,train,-,1,1uu8A
42089,121595853,Q9HBA0,test,seen,0,6bbjD
33340,53348216,O96017,train,-,0,1gxcJ
45362,44596256,Q13490,train,-,1,3t6pA
13426,44132745,P11802,train,-,1,3g33C
28491,1732631,Q96SD1,train,-,0,5ahoA
50471,44548726,P22607,train,-,1,4k33A
48156,68092042,Q14680,train,-,1,4ixpA
24684,2884739,O95551,train,-,0,5inoB
32686,44610523,P52333,train,-,0,3lxlA
29624,14280990,O00408,train,-,0,3ibjB
24272,51002051,P11309,train,-,1,4rpvA
22834,71585882,Q00987,train,-,1,4xxbB
15524,10476369,P41145,train,-,1,6b73B
10020,5330142,P12931,train,-,1,2h8hA
4588,4623233,Q9HC97,train,-,0,5xszA
49464,118206255,Q9NWZ3,train,-,1,4rmzB
45200,90656557,P04150,train,-,1,4udcA
15659,9557838,P31941,train,-,0,2m65A
9958,11599550,P12931,train,-,1,2h8hA
42144,10433988,P06737,train,-,1,2zb2B
56552,25069443,P10635,test,unseen,0,5tfuD
17521,16719866,Q92731,train,-,1,1qkmA
5026,54771761,Q16539,train,-,0,3mptA
45402,57401885,Q13490,train,-,1,3t6pA
57308,89962099,Q9Y5X9,dev,-,1,1n8sA
2669,20595260,P00750,train,-,0,1tpgA
32481,11364421,O60885,train,-,1,4uydA
39893,58547833,O60658,train,-,0,3ecnB
57925,44357293,Q05932,test,unseen,0,1o5zA
4811,1986560,P05186,train,-,0,4kjgB
20179,53378894,P06493,train,-,0,4yc6G
9152,15949471,P35968,train,-,1,3v2aR
917,1132506,P14598,train,-,0,1kq6A
9759,10076837,P12931,train,-,0,2h8hA
27710,1363858,P42224,train,-,0,1yvlB
8309,10413015,O76074,train,-,0,3bjcA
39059,70702013,O15264,train,-,0,4mygB
38495,46918824,Q9UBN7,train,-,1,5g0iB
51770,122172683,P16473,train,-,1,3g04C
14366,11285042,P22303,train,-,1,4bdtA
43044,10648006,P25101,train,-,1,5xprA
10704,379416,P07900,train,-,0,5fwpB
45531,24963598,Q02750,train,-,1,5kkrC
3120,2355914,P03951,train,-,0,2f83A
15209,91937504,Q7Z2W7,train,-,1,6bpqD
50669,117793082,Q9HBH9,train,-,1,2ac3A
42422,89477058,P13866,train,-,1,3dh4D
46222,78673861,Q12888,train,-,0,5ecgD
49918,71547862,P12314,train,-,0,4zneA
31289,90645142,Q96EB6,train,-,0,5btrC
35347,117728223,Q9Y233,train,-,1,4dffB
57418,89489398,Q9Y5X9,test,unseen,1,1n8sA
6116,25207521,P06241,train,-,0,2h8hA
25868,9826083,P04049,train,-,0,3omvB
31131,25016063,P49841,train,-,1,4iq6B
26799,58386278,P04629,train,-,1,2ifgB
49447,58056351,Q9NWZ3,train,-,1,4rmzB
11692,66549652,Q8NER1,train,-,1,5is0E
40697,11407183,P10721,train,-,1,2ec8A
14828,5327906,P09619,train,-,1,3mjgY
46724,89641711,P05067,train,-,0,4pwqA
30389,89450733,P31749,train,-,1,4ejnA
43096,177788,O95749,train,-,0,2q80F
41272,121224985,Q99572,train,-,1,5u2hB
6975,50907641,O60563,train,-,1,3tniB
11546,75250776,Q8NER1,train,-,0,5is0E
796,2997629,P14598,train,-,0,1kq6A
23933,44217531,P11309,train,-,1,4rpvA
55257,72188272,P43405,dev,-,1,4fl2A
56534,90644762,P10635,test,unseen,0,5tfuD
36540,5276565,O43570,train,-,0,1jd0B
1635,9798239,P23219,train,-,0,1eqhB
57510,89962302,Q9Y5X9,test,unseen,1,1n8sA
32149,16108891,P25774,train,-,1,2c0yA
4109,67979793,P56817,train,-,1,6ej3A
18893,2998814,Q15056,train,-,0,2dngA
8192,114917,Q06609,train,-,0,5nwlN
20575,3236683,P17612,train,-,0,4ae9B
23788,51183445,P22460,train,-,0,2a79B
29789,90006024,O00408,train,-,1,3ibjB
787,1506394,P14598,train,-,0,1kq6A
19134,1329176,O14786,train,-,0,4gzaH
14820,86695869,P09619,train,-,0,3mjgY
17568,89721887,P27986,train,-,0,5m6uB
19903,3240858,Q9GZU7,test,seen,0,1ta0A
26004,90645383,P35372,train,-,0,6ddfR
20221,68261105,P06493,train,-,0,4yc6G
6531,958637,Q9GZR1,train,-,0,3eayA
46096,14571195,P14679,train,-,0,5m8tD
39220,6918638,O15379,train,-,1,4a69B
214,71731823,Q05397,train,-,1,2j0jA
51782,71679476,P49682,train,-,1,2lnlA
26557,118009841,P04629,train,-,1,2ifgB
30966,6539178,P49841,train,-,0,4iq6B
19600,71612156,P36888,train,-,1,3qs9H
13393,5329653,P11802,train,-,1,3g33C
29011,90348998,P11362,train,-,1,1evtD
30707,86699289,P31749,train,-,1,4ejnA
16925,44510343,Q9Y5X4,train,-,0,4logB
11309,91895782,Q86TI2,train,-,0,6eorD
31944,11559766,P45983,train,-,1,2xs0A
20621,134684,P17612,train,-,0,4ae9B
51467,42634588,P11597,train,-,1,4f2aA
2184,9965506,P24941,train,-,1,5lmkA
36286,58548387,Q9Y233,train,-,1,4dffB
10472,44229059,Q9HC29,train,-,0,5irnA
14693,5329161,P09619,train,-,0,3mjgY
20411,24864082,P06493,train,-,1,4yc6G
24147,91937627,P11309,train,-,1,4rpvA
41636,71230906,Q06187,train,-,1,4xi2A
23375,91896526,P55211,train,-,0,1jxqD
39760,118797723,Q15910,train,-,1,6c24C
12118,10458951,P24557,train,-,1,5vcgA
7245,1354036,Q9Y4P1,train,-,0,2d1iB
27488,813121,Q9Y5S8,train,-,0,5o0tA
8608,54582018,Q03181,train,-,1,3e00D
9183,5330129,P35968,train,-,1,3v2aR
5555,6872970,Q04637,train,-,0,1ug3B
25574,102594261,P10619,train,-,0,4cibA
53799,868983,P03372,test,unseen,0,2ocfA
3203,11655676,Q13133,train,-,1,5hjsB
31959,71217345,P45983,train,-,1,2xs0A
48817,118009781,P07333,train,-,1,4liqE
1626,44271105,P23219,train,-,0,1eqhB
5048,5317284,Q16539,train,-,0,3mptA
43341,71536923,P08581,train,-,1,2uzyD
42768,44342229,P12821,train,-,0,4bzsB
13656,58299669,P11802,dev,-,1,3g33C
39794,11700059,Q9UQL6,train,-,0,2vqqB
54424,2267381,P78536,dev,-,0,3g42D
20654,71536905,P06730,train,-,0,5t46C
11556,72708949,Q8NER1,train,-,0,5is0E
15756,16682067,P31941,train,-,0,2m65A
12803,2769041,P34949,train,-,0,5nw7A
52557,60142028,P01042,train,-,1,2ch9A
22170,91970651,Q96JM7,test,seen,0,4fl6B
35664,91799454,Q9Y233,train,-,1,4dffB
11582,76667327,Q8NER1,train,-,0,5is0E
31129,6539580,P49841,train,-,1,4iq6B
26588,46188929,P04629,train,-,1,2ifgB
31480,16190992,Q07820,train,-,0,2kbwA
54733,704227,P78536,test,unseen,0,3g42D
22073,10456021,P32239,train,-,1,5zbhA
4199,71542622,P56817,train,-,1,6ej3A
31763,10556454,P09917,train,-,1,3o8yB
32103,2999160,P25774,train,-,0,2c0yA
31206,91895705,P49841,train,-,1,4iq6B
7679,10446889,P00533,train,-,0,5xwdA
11157,44417028,P55055,train,-,1,1upwA
35844,122164752,Q9Y233,train,-,1,4dffB
47992,66715342,Q14680,train,-,1,4ixpA
54143,11552706,P11712,dev,-,0,5x23A
1711,21472746,P23219,dev,-,0,1eqhB
17666,4631,O15245,train,-,0,4ldsB
30469,68751686,P31749,train,-,1,4ejnA
53708,91896205,P03372,test,unseen,0,2ocfA
56413,52935600,P10635,dev,-,0,5tfuD
57989,16656821,P30968,test,unseen,1,4s0vA
12228,10075294,P24557,test,seen,1,5vcgA
48346,24901474,O75173,train,-,0,3b2zH
9217,68163264,P35968,train,-,1,3v2aR
34714,118381085,P28482,dev,-,1,4qpaB
26556,90683592,P04629,train,-,1,2ifgB
50386,89622459,P22607,train,-,1,4k33A
25429,91292739,P10275,train,-,1,5cj6A
33176,68358581,P52333,train,-,1,3lxlA
33921,118365026,P28482,train,-,1,4qpaB
28668,71547862,P11362,train,-,0,1evtD
43914,91970498,P53634,train,-,1,4oemA
27047,10648135,P24530,train,-,0,5xprA
51132,76331872,P24666,train,-,0,1xwwA
29142,66554542,P11362,test,seen,1,1evtD
40953,68005128,P21802,train,-,1,2psqB
27816,16194761,P42224,train,-,0,1yvlB
27797,3236239,P42224,train,-,0,1yvlB
52275,53246694,Q15349,train,-,1,3g51A
10543,6884367,Q9HC29,train,-,0,5irnA
34585,118395360,P28482,train,-,1,4qpaB
39625,90655830,Q15910,train,-,0,6c24C
23421,3152413,P55211,train,-,0,1jxqD
57437,89489403,Q9Y5X9,test,unseen,1,1n8sA
55936,71233608,P43405,test,unseen,1,4fl2A
25340,11633120,P10275,train,-,0,5cj6A
27023,10578300,P24530,train,-,0,5xprA
37920,46191561,Q15119,train,-,1,5j71A
43829,73296873,P35916,train,-,1,4aseA
41232,117870262,Q99572,train,-,1,5u2hB
22339,1535225,P53779,train,-,0,3ttjA
29084,5328436,P11362,dev,-,0,1evtD
8853,5329406,P35968,train,-,1,3v2aR
53716,5307612,P03372,test,unseen,0,2ocfA
23066,89611252,Q00987,train,-,1,4xxbB
53330,16197075,O14672,test,unseen,0,6be6D
56825,5281707,O75469,test,unseen,0,4j5xB
7799,5328376,P00533,train,-,1,5xwdA
44928,44382111,P05556,train,-,1,4wk4B
4913,11182787,P05186,train,-,0,4kjgB
7330,13498036,P00533,train,-,0,5xwdA
25379,90655076,P10275,train,-,1,5cj6A
16664,54597209,O14757,train,-,1,3tkiA
52304,53246942,Q15349,train,-,1,3g51A
44613,54459,P23975,test,seen,0,4xpfA
31175,6539545,P49841,train,-,1,4iq6B
44444,2821639,P55210,train,-,0,5k20C
35540,91799389,Q9Y233,train,-,1,4dffB
54384,51031001,P11712,test,unseen,0,5x23A
208,46208965,Q05397,train,-,1,2j0jA
30823,66555647,P31749,dev,-,1,4ejnA
26042,10388274,P35372,train,-,0,6ddfR
20891,16214904,P06239,train,-,1,2hckB
20849,24823590,P06239,train,-,1,2hckB
28609,794657,P11362,train,-,0,1evtD
14942,11429654,P09619,train,-,1,3mjgY
54449,6872703,P78536,dev,-,0,3g42D
27605,2351884,Q15149,train,-,0,5j1iB
30375,118159093,P31749,train,-,1,4ejnA
42475,89477063,P13866,train,-,1,3dh4D
5572,666163,Q04637,train,-,0,1ug3B
35719,58547286,Q9Y233,train,-,1,4dffB
49489,118206131,Q9NWZ3,train,-,1,4rmzB
1526,10600544,P23219,train,-,0,1eqhB
39219,60207699,O15379,train,-,1,4a69B
42813,20880348,Q9UBB5,train,-,0,6cnpB
948,1395053,P14598,train,-,0,1kq6A
11852,20957099,P11940,train,-,0,1cvjH
1928,16060371,P24941,train,-,0,5lmkA
13090,5330298,P11802,train,-,1,3g33C
55638,76687122,P43405,dev,-,1,4fl2A
11080,717647,P55055,train,-,0,1upwA
33552,118395376,P28482,train,-,1,4qpaB
43359,89451563,P08581,train,-,1,2uzyD
48375,57698269,Q13946,train,-,1,4y2bA
15332,68312598,Q8NET8,train,-,0,5is0E
4104,72705387,P56817,train,-,1,6ej3A
33379,44605037,P28482,train,-,0,4qpaB
43544,44382676,P26010,train,-,1,3v4vD
13777,839538,Q9HC16,train,-,0,2mzzA
39753,121486689,Q15910,train,-,1,6c24C
235,58525369,Q05397,train,-,1,2j0jA
14146,442638,P22303,train,-,0,4bdtA
43346,86766395,P08581,train,-,1,2uzyD
16882,58064756,P08235,train,-,1,4tntB
7625,90655150,P00533,train,-,0,5xwdA
272,58522596,Q05397,train,-,1,2j0jA
46297,10530708,P24723,train,-,1,3txoA
19686,58547809,Q01064,train,-,0,5w6eA
6132,1400,P06241,dev,-,1,2h8hA
50685,117793207,Q9HBH9,train,-,1,2ac3A
42147,44473119,P06737,train,-,1,2zb2B
14560,44473012,Q05655,train,-,1,1xjdA
23201,11620207,Q02763,train,-,1,4k0vA
5938,2734232,Q04637,test,seen,0,1ug3B
32254,71711234,P25774,train,-,1,2c0yA
19960,5330359,P06493,train,-,0,4yc6G
37641,89980675,Q13255,train,-,0,3ks9B
44473,90654540,P55210,train,-,1,5k20C
39771,77935576,Q15910,dev,-,1,6c24C
27348,44310154,P09960,train,-,0,5fwqA
27316,6005,P14416,train,-,1,6cm4A
4260,78104893,P56817,train,-,1,6ej3A
32644,10769977,P49354,train,-,1,3e37A
4968,1401217,P05186,train,-,0,4kjgB
49837,25227462,O75914,train,-,1,6fd3A
38190,23647592,O15530,train,-,1,1uu8A
49755,71552260,O00421,train,-,1,5uiwA
41319,71239860,Q99572,train,-,1,5u2hB
49170,66555618,Q9NWZ3,train,-,1,4rmzB
3964,71542874,P56817,train,-,1,6ej3A
24244,72548438,P11309,train,-,1,4rpvA
362,16194427,P14598,train,-,0,1kq6A
